farm_id,s1_vh_season_integral,s1_vh_mean_db,s1_vh_db_20250612,s1_vh_db_20250624,s1_vh_db_20250706,s1_vh_db_20250718,s1_vh_db_20250730,s1_vh_db_20250823,s1_vh_db_20250904,s1_vh_db_20250916,s1_vh_db_20250928,s1_vh_db_20251010
754,4.8615186251699924,-14.075665537363886,-14.389055767453565,-12.891936427378708,-14.235690834181431,-14.712656796150688,-14.850097797702553,-12.146911929674184,-13.06349154316258,-15.162596635477412,-15.400940924411458,-15.29586653944346
755,8.272151671350002,-11.758028815891866,-12.856606087324637,-10.505842823691403,-10.32967823300835,-12.511665036867434,-12.040218341554327,-10.59495978865055,-11.457998479757144,-12.565295526038616,-13.232767301555429,-12.721537976874695
756,5.309944465756416,-13.545308040779807,-13.663445174897664,-13.312807332625079,-12.665336314146922,-13.012628797279904,-12.914685793754632,-13.348842695079794,-13.035596222599835,-16.28126906198006,-16.15818947166785,-12.720548216453508
757,4.3791226632893085,-14.470112225333631,-17.528264493353458,-14.287226349085447,-15.353685475272417,-15.556907028579111,-13.29650530399904,-14.235810971394862,-15.530860337397652,-15.254965546732018,-12.880159713564211,-12.87991289909886
758,5.886758476495743,-13.08984191226116,-12.939814442628625,-12.296313405164822,-12.803348276316735,-13.505745475847279,-13.196164374826262,-12.8206940737463,-12.72584293230195,-12.595798674579674,-15.925800571547793,-13.006520244341989
759,6.056484941393137,-13.067215882384723,-13.513663926176903,-13.411264842887974,-13.309631431300442,-12.503384707801233,-11.985920565637638,-13.669510058481336,-12.553193903583944,-13.670524584393158,-12.48280384453623,-14.056402579035064
760,5.155287399888039,-13.472214680463443,-13.958273493131157,-13.122101382111747,-11.273466293014494,-14.466473233140311,-14.495442102282842,-16.43221404884137,-12.539770489611715,-13.476142515059033,-14.757176519164943,-12.369506965390407
761,4.670011214911938,-14.01980276360431,-14.047531404286584,-13.084472373628046,-11.968601898814272,-14.646929626737927,-13.89360877890165,-15.932968654863902,-12.814060541847638,-15.84675955160459,-16.182715509038694,-13.852390988763382
762,4.881098739802837,-14.095105514267424,-17.352563408537055,-13.468375180545527,-11.344114839928704,-13.208808205652547,-11.683759894535871,-16.852646610532013,-16.816699134188017,-15.03119371010696,-15.42495230653406,-14.49072681888942
763,4.95776492357254,-13.973463898236977,-14.776924416569035,-14.20788200805921,-13.375099024551876,-14.727036370637103,-12.98135155890247,-13.101798036838181,-13.54551602245898,-15.22286558989001,-14.519343398015396,-13.893125799677295
764,5.584858417510986,-13.428148257328967,-14.798698767071778,-14.063781426633476,-11.711996960916478,-12.796222751890431,-12.953884766012694,-14.185697383092151,-11.785494031865927,-15.29424815711092,-13.559731033377387,-14.79703300588671
765,5.9417153634130955,-13.33748208285157,-15.511201857009132,-14.628596630045323,-13.79130837968334,-12.117646793300088,-13.339811151432606,-11.375267284247288,-11.016026659031674,-14.431822390363774,-14.515723619097923,-15.491614342733593
766,5.885252863168716,-13.299893255956386,-15.718850809576978,-11.8747726499988,-13.044404904907609,-13.702604735300884,-12.400851473762076,-12.895308472198186,-12.158403700215029,-13.292804978290853,-15.15550408988773,-14.354131277215442
767,4.445271134376526,-14.443028578618977,-15.768233389354204,-13.106238107633574,-14.252546339807363,-13.40154161482413,-15.14037833792547,-13.340173337518843,-13.674042890625422,-16.13945752155403,-15.519167957634014,-15.438981418693258
768,5.7931966837495565,-13.25660916227985,-16.22420548780873,-11.83935352533325,-12.184353646631543,-13.221277497577129,-13.498394271530593,-13.058246348855516,-13.534226044842478,-14.846016398890342,-12.662292075346702,-13.04416390475836
769,5.518591269850731,-13.507435567180819,-14.339541592886285,-11.914910637811783,-13.753669444152354,-11.265431145954459,-14.028346660849039,-12.466192752963172,-13.810290370757794,-14.808961357725071,-15.924328053683439,-15.019339866494068
770,7.336842924356461,-12.310180155206414,-14.458104008680518,-13.118589279216526,-10.822816604712681,-12.337975032227417,-11.909436831356162,-12.634641262868747,-9.206169674034534,-13.443613189721876,-13.739901903613404,-14.529603571974214
771,6.279668536037207,-12.746175043122744,-13.296100605472576,-12.72270981543852,-11.529673451598105,-13.020672966933697,-12.520937775822613,-14.028178748025493,-12.503034602269274,-11.794207844384005,-15.488790974254199,-11.884625351197757
772,4.833192262798548,-14.065480192005968,-15.716172665324548,-14.903688891937998,-13.541727431969985,-13.41649240356227,-11.861090219474818,-15.673149960308878,-13.106304268555327,-14.356910830023416,-16.72857853026895,-13.547647470764705
773,5.039170682430267,-13.710174834146125,-13.650612301767186,-12.406425804622167,-13.395427457792843,-13.601454848829125,-14.766524314631585,-13.396563657604085,-12.50018499857286,-16.0507253437371,-15.506750003321894,-13.254209009012092
774,5.827149398624897,-13.038154299397933,-13.457419287631787,-11.581329830395239,-13.073154063889433,-13.451211148867328,-14.541297130399043,-14.971485483842166,-13.276492227932257,-11.926627471277822,-11.850800493987588,-13.53758829247321
775,4.690126553177834,-13.920412683247203,-16.663727754896527,-14.275774622283027,-10.94315258776372,-14.6686857595186,-17.62909997563972,-15.536223841494653,-12.660211079522586,-15.295855585751221,-13.002811231860932,-12.765032445701802
776,5.688656095415354,-13.352503430333977,-13.387088868473347,-13.645316719085137,-12.97255968813964,-12.846882161811655,-13.214905160015222,-12.338355599555735,-13.104026431914665,-13.379713320916498,-14.755249987902197,-14.396090877799374
777,3.930556643754244,-14.78854791339091,-16.855109638273408,-14.337372843888776,-12.021740481040917,-14.006925952104938,-15.156701996331883,-17.540552511211718,-15.071553925452344,-16.12906390269884,-14.949102457184162,-14.388004704811234
778,5.122184380888939,-13.735692701943735,-13.230113279213382,-11.463771495408974,-12.357420903969668,-12.51241398729235,-13.05154966867526,-14.278843101655367,-15.195584990737379,-17.19407808440652,-16.575426857214815,-14.974545319823633
779,4.14290714263916,-14.800968570796279,-16.90107824316135,-13.97936378180155,-13.261453658078363,-14.106535160719563,-14.166482083203464,-14.681530065117554,-14.183779823596739,-16.54510575917889,-15.468554708348082,-16.278237760799467
780,4.39643844589591,-14.478860517965861,-14.700183139940279,-13.95311643616404,-13.75336130916639,-15.427115315410273,-12.741324739902709,-14.200720036139373,-14.60912505059192,-16.61663634554006,-15.79300589649273,-14.239600431275889
781,4.195364965125918,-14.593531731535002,-15.191479797556479,-13.597004517879832,-15.11685543807528,-14.644571450082651,-14.397989395760787,-14.951653226469183,-13.45177007866943,-14.268783074772005,-16.19829961671347,-14.772638548061565
782,5.6688027754426,-13.320848182249739,-13.313717216893416,-12.935819839292996,-12.183335797137698,-14.572993579215929,-13.1038434300348,-12.531732485781896,-12.19746092633438,-14.838035872331561,-15.167172374370363,-13.533691626454464
783,6.086917016655207,-13.113001227525206,-13.974904622036172,-14.344733810797033,-11.759492184741244,-14.76523459402218,-10.70313479842162,-13.875367265468277,-13.478287569359374,-14.186459214010732,-12.655466693160184,-13.176372190044933
784,4.139394588768482,-14.834346031420454,-15.019432369436956,-12.695501630400681,-12.904212471701342,-16.127822145817248,-12.832866085547316,-14.461825665561285,-16.445633805126707,-18.003057651736917,-17.514274439405778,-16.281122866617086
785,3.477706678211689,-15.6926823292011,-18.812589572907527,-13.352949973570054,-13.699074220126715,-14.800121836030568,-13.421152158451514,-16.59690801736544,-16.79031624467932,-18.38864711582189,-17.487812141313192,-18.590994608971258
786,3.7296491134911776,-15.09178885414719,-16.174835494634213,-12.794695284284,-13.233032111811342,-18.03388375318286,-14.622970664858475,-15.599664234745777,-15.38650657149715,-17.440924685764223,-15.986677581675455,-14.494289611770627
787,3.8657034561038017,-14.948971469119465,-15.953855211635705,-15.579599443559102,-13.485062784740125,-13.884643167992133,-14.23675802642455,-15.529360620953392,-16.406217857004822,-15.849040131659578,-15.132304927658296,-14.442780030828718
788,5.766533324494958,-13.39984328565432,-17.261210499456066,-12.784809770539562,-12.008034324441443,-14.08988175513112,-13.648888870403209,-11.995948792478382,-14.18002539462462,-12.022040714726646,-14.468512098233967,-13.90938187868111
789,4.747135469689965,-13.980464419621491,-14.914996774469401,-12.84082029710197,-12.444684249256376,-12.277019469842736,-16.46157808016487,-15.574257901983511,-12.704024319276364,-14.365307256636013,-14.906771170227056,-15.741548752431477
790,5.203674126416445,-13.842264472514136,-16.59886491921919,-13.949855004550052,-13.000475638600854,-11.772481313557625,-13.237555110983266,-14.113110164780924,-12.262276935634517,-13.462187098050059,-16.853347782421842,-16.432061793689027
791,7.313700243830681,-12.081131406839184,-10.763187814018176,-11.563690707394723,-11.965151321427733,-9.672793934806784,-13.526820137162707,-11.685427638719428,-12.907165889945329,-13.459163456463978,-14.233439948625717,-13.191761683770837
792,5.183144398033619,-13.623740267066234,-16.563141307452977,-13.495186494225624,-13.017331356288617,-14.84177455599941,-14.889101870603502,-12.53060815736022,-13.011491295216182,-15.421860134230286,-13.274721705303998,-11.5100628712152
793,6.046710446476936,-12.960756021559552,-13.13482562842616,-12.251062641180061,-10.75469251873367,-12.657928490747455,-13.819472806399492,-13.72695288598116,-13.34776926955455,-13.870977270166847,-13.083860529963651,-14.089807697958769
794,7.435506233945489,-12.102124145593153,-15.951342349057136,-11.00722807002326,-13.57954081024403,-15.059302736421316,-12.558395950741634,-11.633985119472158,-11.60447410656262,-12.184269507845793,-10.420817870057725,-10.359244615908676
795,4.037042565643787,-14.922522796584381,-16.545830930324307,-17.58290032999494,-17.123216167436965,-14.736669736927649,-13.869376110487778,-14.807203808007879,-13.550020495628988,-12.417620960178875,-15.108414856552043,-16.395665596843784
796,6.44989699870348,-12.859519866338813,-14.952859331740292,-13.862616099847129,-12.557573723192235,-14.024733367043108,-11.553026358196094,-11.607121589634666,-11.743643591311772,-13.048659340104559,-15.74345536552648,-11.714523665409939
797,8.657257452607155,-11.54519430346948,-11.178170734389195,-13.05119019137411,-11.58554484159036,-11.998485168121784,-10.598921972878417,-10.491550673812464,-10.468319364735027,-10.815677405304234,-14.595590518961657,-12.32591326382332
798,4.873736120760441,-13.875927736002145,-14.52858311845225,-12.673056183247278,-11.81455836561768,-13.726639199462463,-13.699069669901702,-14.992048812648413,-14.701067538340302,-17.525912143670205,-13.967115268675613,-13.36307901815257
799,7.34926188737154,-12.29180434889014,-12.684764372407981,-11.442878750754213,-10.584536355673732,-12.371547882762737,-10.925686734653656,-11.703166191212047,-13.625089952177287,-14.524722438356317,-13.720773010475536,-13.053448319945286
800,5.908524043858051,-13.228965010784666,-14.775497752937126,-14.319831844817646,-12.14385693302817,-14.132573319334863,-11.729748693684154,-13.241356743068483,-11.569444878977917,-14.245402630774182,-14.40571693129975,-13.242333185820453
801,4.689108487218618,-14.17108260037434,-15.61490850836417,-16.332658165389603,-13.94092097604969,-13.817359192614209,-14.766738133557961,-13.98306661795062,-11.616136907275754,-14.745098435069178,-13.514769886198323,-15.253961671169966
802,4.329637862741947,-14.5606746024718,-15.43950474872319,-14.270673665046791,-13.834126034023644,-13.826893209936511,-14.30649352515849,-14.708543407210842,-12.699006405155606,-14.769134498253285,-16.45438957382765,-16.87992234579803
803,5.468800127506256,-13.390347723216287,-13.944062164441231,-13.237805380823954,-12.084921052203947,-12.409665494741686,-13.844890460296496,-13.236386637174224,-12.15557660720772,-16.210253549497143,-16.131056066051414,-12.745877703577925
804,5.11828300729394,-13.609683983431315,-12.894783672379042,-13.080407155375973,-11.052455324571122,-14.057488583117909,-15.646951951945823,-13.035093083130548,-16.310703321546598,-14.731215291495205,-14.024304444604933,-13.59979065203526
805,5.734211347997189,-13.138611039785564,-12.36034659766829,-12.765314409074302,-12.305303937799723,-13.55054465161744,-14.50681830467148,-11.917871606330337,-12.38519304106174,-16.00070133621465,-14.936931966078763,-12.453481030673078
806,5.4848740473389626,-13.461926017753768,-13.074072885266022,-11.520589737441158,-10.841843961094888,-16.467256593874733,-11.657539490785165,-15.099082152305886,-14.638117888972166,-15.0340360281609,-16.193727223094402,-14.318119131550732
807,4.8151650577783585,-14.05138136060771,-14.676432042493593,-12.563282814092325,-12.285957099981575,-14.625772175457435,-14.819010244701584,-13.086143452063013,-13.820332889124597,-15.762276953427769,-15.542683700789164,-14.90039603756895
808,4.485413348302245,-14.325412479474085,-15.983032385507695,-14.185676175902753,-13.042388612171326,-13.447973243170207,-13.283094322478828,-15.55807928515302,-14.369430038716803,-14.764370470099648,-15.894376036732968,-13.902518627752684
809,3.869110006839037,-14.785381573045218,-14.798683503240111,-13.865651690258671,-13.241884868608924,-14.878133972069438,-14.011617789225097,-18.22238814977346,-14.905154547198043,-15.039867337098912,-17.34306080907769,-13.842338423927332
810,4.697161199524999,-14.039041714901742,-15.133712239745433,-14.788732653946536,-12.915808349378352,-13.206778126680094,-14.07472555276432,-14.297258303636312,-15.529564637504228,-15.81244302383563,-13.063489577790694,-12.850580234634732
811,5.725422911345959,-13.294152687742315,-13.293096094951519,-12.034214165493967,-11.325974318362773,-13.412603623882354,-12.637849853526548,-13.689425193457954,-12.38131264341439,-15.700026883729832,-16.051946714784286,-14.830055962231492
812,6.921846382319927,-12.508621749719495,-13.471190797300975,-14.053820935524207,-12.244413853481307,-12.65825072904105,-11.950776986093869,-11.365067489590954,-13.139128950026466,-11.554899675007244,-13.26990358964369,-12.168902421589234
813,5.916678227484226,-13.080928990649019,-13.610513367127133,-13.420244913115793,-13.570255786561052,-12.288500017304164,-13.158273140915789,-11.798107210318918,-12.182996656128013,-15.088455809386172,-15.95740886111873,-11.634685885261186
814,4.906840654090047,-14.036910207223452,-14.737186916718866,-12.458244351015871,-11.716652095865655,-15.730988926606935,-13.088023031244369,-13.961796844784233,-13.788768465722649,-16.051555141273568,-15.678446530277112,-15.630523986594289
815,4.611699717119336,-14.146771133360364,-13.217109056311717,-13.541448233999315,-12.097628539248905,-15.050264939220721,-14.570684467888771,-15.256054855515796,-13.424818100167634,-14.883244893573757,-14.070650697695326,-17.402875413453142
816,4.103743912652135,-14.669977728481706,-14.762449464558642,-12.922662197453525,-15.442203772248915,-12.843072189180148,-16.105035938270444,-14.216385332581865,-14.411787072723257,-16.86378506157121,-15.282296949936004,-15.618414108771912
817,5.8363983035087585,-13.433455509278938,-15.141098903378818,-12.553704492365398,-15.189360182473768,-13.410650604050847,-11.410788488862568,-12.272984777513635,-13.324296264187524,-14.132282970236506,-14.025383268317224,-14.518333594507201
818,5.681693729013205,-13.287490109211507,-15.635489546461097,-11.930103578941846,-9.882425618990982,-14.003725558942872,-11.909610989300187,-15.443801608636727,-15.446190890515494,-15.053085458770898,-15.934031423838897,-12.450762452431094
819,6.627245485782623,-12.88368874721446,-15.03398601120356,-11.419101196728382,-11.35009996065672,-14.250134524523375,-13.715416356291342,-10.008825981931572,-13.3649932015182,-14.322352721087858,-14.076944661622548,-14.440714974680745
820,6.02432643994689,-13.284896492798431,-16.025757453258183,-15.14252585418262,-14.018703325988204,-12.454421291020871,-12.69356544770549,-10.761950926167057,-14.637401052188409,-12.258807952556817,-14.154786965270706,-13.242618890592565
821,3.9921220634132624,-14.992840248098524,-16.178455431766057,-13.925372856848341,-14.274197799113146,-15.40281581635738,-13.853134447025447,-14.969050164123267,-13.039699342484871,-16.258375249578613,-16.474652706998697,-17.67850175049277
822,5.198677305132151,-14.144655639722895,-14.240261607499257,-15.195663663463648,-15.205058971349297,-17.168635184622772,-11.093219035937995,-11.085561984546093,-15.99919032731782,-15.53368675503787,-14.265936634097006,-16.646308950469525
823,5.339270370081067,-14.068802936462761,-16.836979171583106,-14.874278506433784,-13.598718964446777,-19.331650815127407,-12.23116093480819,-10.175785966059745,-14.022828572164379,-14.578721123526536,-16.200404909747647,-15.381430837363636
824,6.142675230279565,-12.88960218638664,-14.614265521934906,-12.702666841555924,-12.726322551352876,-14.102934694813545,-14.697497143980122,-12.331778807048828,-10.07003501887143,-14.314295081693654,-13.603981739873817,-12.062004820490275
825,6.018070824444294,-13.254338541981031,-13.45605371431932,-11.364875640616843,-12.495992134373566,-15.802115147483743,-13.529282265027858,-10.464378361671976,-13.599522890640731,-15.758650895135977,-14.42975872309922,-15.023723587589084
826,5.743588345125318,-13.387280348144339,-14.345954444341661,-13.43790138275229,-13.024691231244095,-14.071333120711895,-12.765718578306565,-12.799777733328687,-13.359017377131506,-11.761099353744594,-13.876263373685502,-15.495869614737103
827,4.631393417716026,-14.335304930384645,-16.117942877126378,-13.15592890849842,-12.455504707389098,-15.44557704226645,-13.442835107453252,-13.275218479452809,-15.245715677345098,-14.02186678739681,-18.076760388042793,-14.813423406917556
828,6.631752759218216,-12.665572948595267,-13.466268438903198,-11.466831654499504,-10.093070712904087,-15.01416156051161,-12.145324240450906,-12.621596068081915,-13.820682468252308,-12.527834368723717,-14.623833612483892,-13.187249870634963
829,8.715314358472824,-11.609615530483142,-13.38039666543574,-10.683056875966518,-8.717461389239476,-12.941361337251704,-10.60686743504338,-11.661111664658712,-12.119719901232903,-10.772733371511187,-14.410604526970385,-14.281867133830286
830,6.446496583521366,-12.845261529877646,-13.714194753492219,-13.378724696393077,-12.692575725337479,-13.35461344831126,-11.592257508774042,-12.590042888900292,-12.205527160011805,-12.017446318968439,-14.278640736606999,-13.355017506189652
831,5.445746015757322,-13.50933513157254,-15.064096284187835,-13.640058259170937,-11.633489960971863,-13.69982924431554,-12.951817791300098,-14.458324621341095,-11.735305082768493,-14.351899484306367,-15.148174825278542,-14.070858263566617
832,5.452800638973713,-13.603730199465097,-14.70180236588619,-12.785916149348482,-12.517923722111092,-14.71600868470022,-13.117287046678305,-11.971276200171559,-13.582418009239237,-15.514429164386144,-14.719698656613009,-13.776884756601994
833,5.448912827298045,-13.608244264118055,-14.36696682273347,-15.355326996027411,-12.182760637103325,-12.473483832953669,-12.693528597897973,-13.646532209613175,-12.471538223937152,-13.36086996280891,-15.289161477743697,-16.269328879574797
834,6.060976780951023,-13.108383359647389,-15.120886585287396,-10.852855202383813,-13.418662044260918,-12.886579616591616,-12.604296752259469,-13.394391593161858,-13.355845881067896,-14.526073630081413,-12.260639435092116,-14.269109934096287
835,5.504355065524578,-13.498500954633663,-14.140623253259664,-12.793660853310495,-11.961921561995146,-13.935020524483257,-13.448915473864002,-12.942580645353503,-13.883469960614034,-12.626253076293754,-15.775163600059066,-14.720683706571693
836,5.139347981661558,-13.899442604580834,-14.421797096541072,-15.197380635847344,-13.86315555280935,-14.745622289120178,-12.728423952578611,-13.139792968041796,-13.344177025532954,-12.798184919315347,-13.796409924435054,-16.18612100213734
837,6.013472283259034,-12.981577156864825,-12.789909875677507,-11.400872572049092,-11.01659010786501,-12.490196230490367,-13.006456556065123,-14.563163571567747,-12.414224700869097,-14.590136656228008,-15.395170502738736,-14.341440164553262
838,5.77932820469141,-13.345156435398595,-14.608449682225132,-12.397378803628028,-12.262320516343177,-15.7843490004317,-12.539575233782841,-12.657214579401119,-11.85698802658736,-14.270341065610408,-14.632321632671188,-14.210720074699985
839,5.119900854304433,-13.814077384210467,-13.79797528665707,-11.179253766230023,-14.685574868167329,-14.81112519010291,-14.813255550111046,-12.456755029577497,-13.48390283656787,-14.271323367066099,-14.85480148441332,-15.879340415263528
840,5.469739358872175,-13.586351289733338,-15.458502457893221,-12.160498222257011,-12.065283221957234,-13.610041547612843,-13.789360572954703,-12.43346085247726,-13.658859141030637,-14.316192917597874,-15.322523240936546,-14.61004651687644
841,4.937958028167486,-14.006921352556027,-13.896184385253292,-11.917670824483082,-12.144154595967066,-14.250444054170027,-15.326245574547485,-11.987062161238454,-15.48489857272562,-15.33831269843147,-17.026893276102204,-16.234623599076347
842,8.32421313598752,-11.783193109366088,-13.976729290137293,-9.99042815288715,-12.10252570961963,-12.236058000617703,-10.476619425928696,-12.586013017317478,-10.305349553300713,-12.333473674923125,-12.118764520092682,-13.579851058980806
843,6.6077455803751945,-12.69413150003783,-14.380509762885671,-11.44370928514036,-11.630940352627963,-12.856052997144511,-11.838487265089551,-13.74327749866574,-12.089303294338782,-12.988103192631279,-13.584808267861186,-13.422246012705807
844,3.5106148067861795,-15.5529222105632,-18.59842862446187,-14.120590045689054,-13.413707399267327,-15.935944492429998,-13.478008996530226,-16.127992457960847,-16.88042421385653,-17.18587589917154,-17.280401860505812,-15.650701779506901
845,3.33745532669127,-15.794947096972221,-19.199672024297442,-16.306912748823084,-15.637750396161088,-18.150432584507627,-15.415491813470627,-13.498087072142386,-14.147464099817332,-16.564509054497954,-17.099389967034803,-14.972239819431818
846,2.638071896508336,-16.67380185531178,-16.98791902524616,-17.4277348073361,-16.16833808172994,-14.870361905865364,-14.803215309362823,-17.22731901620987,-16.76951841886316,-18.406713499582395,-19.895631136472197,-16.474996329712283
847,4.869983062148094,-14.118679608098251,-15.721320088118338,-13.948494571711912,-12.039587430085462,-14.053138790140045,-13.22779935584514,-13.638807182789186,-12.95961152291505,-16.329662888532948,-15.744409137870711,-15.666415109418711
848,3.386868911795318,-15.798801110391846,-19.183403275899497,-13.685742629642254,-13.836611603931573,-16.39692478463017,-13.250218808665453,-16.623367053896928,-15.783998750503548,-18.06182070752383,-18.493050010582802,-17.275788357775546
849,2.7167629580944777,-16.5912810654353,-19.812923589852026,-17.998384633902823,-17.625749670108426,-16.914049019651927,-14.15716956810854,-17.264294201128894,-16.628265951105508,-16.157767161923687,-17.033926671625807,-14.898844264686913
850,5.483767569065094,-13.363175777724557,-15.485749294980169,-14.715236232320507,-12.642290511776293,-13.878049032511758,-12.76226332727024,-13.785857494453758,-13.583071428858972,-13.387318966248866,-13.500688363897613,-11.27933196636114
851,3.3591799959540367,-15.74333188227595,-17.48253358396696,-15.495533128219119,-15.210199196573441,-15.675160500474558,-13.579263412781312,-15.428321797305367,-15.805260969367033,-16.744611509761878,-18.093304223611064,-15.566077858113259
852,3.061472726985812,-16.134124527172226,-18.155255533764766,-15.002009816304207,-15.999700861990888,-15.370304309285356,-13.622880483882069,-16.782842577472763,-16.70512350134994,-18.487421035846545,-17.79569341123258,-15.857052172663614
853,4.561743389815092,-14.329417796330834,-15.391716461604235,-12.054023623436878,-13.754246800143834,-14.882759948954114,-13.882418102474114,-14.403369956931728,-13.073148318789329,-16.35030450295689,-15.604866002910171,-15.841736177762183
854,4.12345933355391,-14.856464682381214,-18.475165834007225,-13.194305437760512,-15.21208308953396,-14.827192335967332,-13.182414151583181,-15.126350891264407,-15.076210414698712,-15.478341106696384,-14.88147656994702,-15.082011596412991
855,5.877922212705016,-13.377848737325365,-15.96124964371661,-11.953745265985368,-12.56118860438573,-11.037227955308333,-12.298896456154093,-12.724428478235104,-14.581461935185713,-14.858581377201489,-15.205602196341886,-15.824510501411728
856,6.735431514680386,-12.765393267291103,-16.363696554381825,-11.67014338430384,-10.54246091952852,-11.605278765070954,-12.308858592301096,-12.379023421010045,-12.507718736462106,-13.578892900857209,-14.56408401303884,-15.38707549154
857,4.974713131785393,-13.79758428108801,-15.923165775581333,-16.28235408500045,-13.669507987109704,-15.077650445809303,-14.858721775761524,-12.665374120995683,-12.825305007904577,-13.338203409889616,-13.734927059048596,-11.783683007758093
858,7.23990454338491,-12.416729931162042,-15.456598260961798,-11.346423808607263,-10.983830026392287,-16.333045846378752,-13.732045828516572,-10.404638825787684,-10.009973917953461,-15.58176088964634,-12.023046455495962,-13.488637148963909
859,5.492141202092171,-13.435010756538052,-14.8306458898217,-11.521269915266199,-12.646988971526241,-13.750420632148847,-14.24235574585304,-13.312076093854072,-12.774533710028479,-14.901456451276056,-13.84716797809717,-13.6761563371487
860,6.296089746057987,-12.770878763993538,-12.136912839486893,-12.709474327990451,-13.078865332109471,-11.877528376180045,-13.388194296173719,-12.702374447707534,-12.251004502982513,-11.98965627841174,-15.017740904809004,-13.401046996423105
861,8.053805015981197,-11.781040711748165,-13.019789045390178,-11.793727088406659,-11.132334439031677,-12.507355600972886,-12.302080529178445,-12.532933346548628,-10.140356711429511,-10.357989315779077,-12.137761319581092,-13.041521607216167
862,4.783621799200773,-14.002077028855624,-15.794566165541784,-12.032388903236875,-12.920180723910718,-14.990594127426354,-14.322357973529229,-13.58465610282723,-15.723629702159718,-17.411110274037476,-13.230379119065347,-12.757523729089463
863,5.276791825890541,-13.536818889093588,-15.26940892923436,-12.965653605270708,-11.305736051064601,-13.369710122125158,-15.742209537947279,-13.229073902880499,-15.108039558084208,-15.056652075043386,-12.55566614260313,-12.938113112796506
864,4.378861885517836,-14.36846847289081,-15.181163548976642,-13.570415546442227,-13.317001671851754,-13.176124426873564,-14.125735789811447,-15.30400070670118,-14.002560201559106,-15.572501319716688,-16.65639537456596,-14.037774093417976
865,4.8615625854581594,-14.080329527967837,-14.306134187254784,-12.755452600324752,-11.604718508453754,-15.515611325637986,-13.598155248786663,-14.283245032414897,-12.05005200658489,-16.567736150668605,-16.403795531760856,-18.173504251913016
866,6.300287246704102,-12.919104169006882,-12.81247917678389,-11.72049660058319,-12.836668510199402,-15.331879519380037,-11.093506427745881,-14.386236915718861,-11.30820487009452,-14.894639168690397,-12.510869202216552,-14.814004707190824
867,5.245235748589039,-13.695695900443656,-13.808391000251843,-12.585812443507296,-11.990286885015081,-13.258717639011074,-12.98055321270298,-13.33701521891987,-13.910062312274675,-16.385770985459676,-16.100493897923783,-14.570158703591723
868,5.3639370538294315,-13.533229958705455,-14.72685164159535,-13.921772748233586,-12.564356212516168,-13.393739796820274,-14.087620987591364,-13.250724757477188,-13.122844821960797,-13.825013889828973,-13.355404435161942,-13.44713498181946
869,5.0020593255758286,-13.798067728932269,-14.335997206367061,-13.649322569345976,-12.87566806484316,-14.436059829227695,-13.932386979778972,-14.341053526174655,-13.6570351704753,-14.54723467739522,-12.739014480865157,-13.890660587507249
870,6.5939836129546165,-12.850188767043809,-15.190801744964643,-12.904007860005377,-12.476766942264526,-12.726981678282526,-11.545506520195573,-12.267869460374385,-12.52257999236446,-12.6495577830043,-13.006394808424453,-14.23976276337041
871,4.1896852646023035,-14.573144657632536,-14.774052859113702,-14.509915572649243,-12.241966828045355,-14.853913667013634,-15.101499075275655,-14.984789431056472,-13.532607112603221,-16.404520638207586,-15.355006081834441,-15.404748799857389
872,5.091093476861715,-14.044609299111565,-16.23916254328871,-14.149007762509338,-14.195445407665419,-11.837231420475531,-13.380960474783535,-11.789854615951857,-14.93923846975303,-14.374135861225831,-17.080870728630174,-15.540426306665369
873,5.129773003980517,-13.919973333666265,-16.850200058623052,-14.76920678318335,-11.035933107611228,-14.460715498703058,-13.337926700354025,-12.606530237385684,-14.38889975857126,-13.641101659433952,-17.12141572858957,-14.359808495166678
874,5.002461142838001,-13.940897784021297,-13.026110339850494,-12.684451267753971,-12.892830764240863,-15.69053926493275,-13.383311643893412,-13.362669121206816,-13.134628837696114,-13.002026532635824,-18.1587148592804,-18.082612146704104
875,4.9306585136801,-13.948802218379805,-15.94963066996751,-12.56623007665123,-13.321975081809219,-12.880218593132915,-14.762063428032729,-14.080238195006006,-12.148289396037086,-14.558296700470772,-16.099409872381983,-15.092901526664368
876,3.5017626620829105,-15.662581970260728,-17.69013160005117,-15.338695435859169,-15.318717378637059,-16.18416810322251,-12.931154946516397,-14.5970620954995,-16.54257481657172,-17.07818550169028,-17.84246703864143,-15.538751551158178
877,5.197742387652397,-13.536379899081037,-14.131181244763733,-14.58115646339577,-13.771701396453945,-14.792200982453906,-13.176275873374255,-12.977345559334115,-14.693225504099283,-14.169555201551269,-13.551614045398104,-10.996091584902718
878,5.714720522984862,-13.366114916025653,-15.583442221998949,-11.237747433138674,-11.771588147337583,-12.847395594770049,-12.86213461224138,-13.937417116898823,-13.16644147764173,-13.729156199020917,-16.32362491977957,-14.767756705853657
879,5.424324866384268,-13.460704877345599,-14.612958335042482,-13.70960254690807,-13.45189455376639,-10.796118071588847,-13.248722338597737,-14.983030881787174,-14.304802410622512,-14.119251304041121,-13.15746637331233,-13.773904002658071
